3.751,-0.0,-0.9024
3.751,-0.0,-0.9024
3.751,0.0,-0.9024
3.751,-0.0,-0.9024
3.751,-0.0,-0.9024
3.751,-0.0,-0.9024
3.751,-0.0,-0.9024
3.751,0.0,-0.9024
3.751,-0.0,-0.9024
3.751,-0.0,-0.9024
3.751,-0.0,-0.9024
3.751,-0.0,-0.9024
3.751,-0.0,-0.9024
3.751,-0.0,-0.9024
3.751,-0.0,-0.9024
3.751,-0.0,-0.9024
3.751,-0.0,-0.9024
3.7522,0.0021,-0.9017
3.7512,0.0021,-0.9015
3.7522,0.0021,-0.9017
3.7522,0.0021,-0.9017
3.7522,0.0021,-0.9017
3.7522,0.0021,-0.9017
3.7522,0.0021,-0.9017
3.7522,0.0021,-0.9017
3.7522,0.0021,-0.9017
3.7502,0.0021,-0.9012
3.7502,0.0021,-0.9012
3.7502,0.0021,-0.9012
3.7502,0.0021,-0.9012
3.7502,0.0021,-0.9012
3.7502,0.0021,-0.9012
3.7502,0.0021,-0.9013
3.7502,0.0021,-0.9012
3.7502,0.0021,-0.9012
3.7502,0.0021,-0.9012
3.7502,0.0021,-0.9013
3.7502,0.0021,-0.9012
3.7502,0.0021,-0.9012
3.7502,0.0021,-0.9013
3.7502,0.0021,-0.9013
3.7502,0.0021,-0.9012
3.7502,0.0021,-0.9012
3.7502,0.0021,-0.9013
3.7502,0.0021,-0.9012
3.7502,0.0021,-0.9012
3.7502,0.0021,-0.9012
3.7512,0.0021,-0.9015
3.7512,0.0021,-0.9015
3.7512,0.0021,-0.9015
3.7512,0.0021,-0.9015
3.7512,0.0021,-0.9015
3.7512,0.0021,-0.9015
3.7512,0.0021,-0.9015
3.7512,0.0021,-0.9015
3.7512,0.0021,-0.9015
3.7512,0.0021,-0.9015
3.7512,0.0021,-0.9015
3.7522,0.0021,-0.9017
3.7522,0.0021,-0.9017
3.7512,0.0021,-0.9015
3.7512,0.0021,-0.9015
3.7512,0.0021,-0.9015
3.7512,0.0021,-0.9015
3.7512,0.0021,-0.9015
3.7522,0.0021,-0.9017
3.7512,0.0021,-0.9015
3.7522,0.0021,-0.9017
3.7512,0.0021,-0.9015
3.7512,0.0021,-0.9015
3.7512,0.0021,-0.9015
3.7512,0.0021,-0.9015
3.7512,0.0021,-0.9015
3.7512,0.0021,-0.9015
3.7512,0.0021,-0.9015
3.7512,0.0021,-0.9015
3.7512,0.0021,-0.9015
3.7512,0.0021,-0.9015
3.7512,0.0021,-0.9015
3.7512,0.0021,-0.9015
3.7512,0.0021,-0.9015
3.7512,0.0021,-0.9015
3.7512,0.0021,-0.9015
3.7512,0.0021,-0.9015
3.7522,0.0021,-0.9017
3.7522,0.0021,-0.9017
3.7522,0.0021,-0.9017
3.7512,0.0021,-0.9015
3.7512,0.0021,-0.9015
3.7512,0.0021,-0.9015
3.7522,0.0021,-0.9017
3.7512,0.0021,-0.9015
3.7522,0.0021,-0.9017
3.7512,0.0021,-0.9015
3.7512,0.0021,-0.9015
3.7522,0.0021,-0.9017
3.7522,0.0021,-0.9017
3.7522,0.0021,-0.9017
3.7522,0.0021,-0.9017
3.7522,0.0021,-0.9017
3.7522,0.0021,-0.9017
3.7512,0.0021,-0.9015
3.7522,0.0021,-0.9017
3.7522,0.0021,-0.9017
3.7522,0.0021,-0.9017
3.7522,0.002,-0.9017
3.7512,0.0021,-0.9015
3.7512,0.0021,-0.9015
3.7512,0.002,-0.9015
3.7512,0.0012,-0.9015
3.7545,0.0027,-0.9006
3.7545,0.0101,-0.9006
3.7545,0.0173,-0.9006
3.764,0.0226,-0.7799
3.763,0.0347,-0.7283
3.7629,0.041,-0.674
3.7645,0.0465,-0.6231
3.769,0.0447,-0.5825
3.776,0.042,-0.5355
3.7842,0.0432,-0.5048
3.7842,0.048,-0.5048
3.8004,0.0563,-0.4634
3.8129,0.0549,-0.4168
3.8128,0.0626,-0.4168
3.8127,0.067,-0.4168
3.8343,0.0702,-0.3045
3.8342,0.0759,-0.3045
3.8406,0.0802,-0.2855
3.8441,0.081,-0.2775
3.8484,0.0822,-0.2743
3.8514,0.0844,-0.2728
3.8514,0.0874,-0.2728
3.855,0.099,-0.2741
3.8598,0.1083,-0.2737
3.8664,0.1216,-0.2733
3.8653,0.1542,-0.2733
3.8728,0.1891,-0.2724
3.8811,0.2237,-0.2714
3.8873,0.2548,-0.2695
3.8905,0.2855,-0.2665
3.8876,0.3224,-0.2652
3.8826,0.3228,-0.2653
3.8789,0.3641,-0.2653
3.8637,0.4134,-0.2689
3.8468,0.4595,-0.2766
3.8282,0.5061,-0.2713
3.8141,0.5034,-0.2611
3.8002,0.5479,-0.2555
3.7929,0.58,-0.2485
3.7916,0.6154,-0.2449
3.7936,0.6521,-0.2439
3.7873,0.6878,-0.2439
3.793,0.724,-0.2406
3.8015,0.7602,-0.2371
3.8106,0.7962,-0.2349
3.8139,0.8295,-0.2321
3.812,0.8621,-0.2294
3.8034,0.8909,-0.2275
3.7857,0.9096,-0.2265
3.7676,0.9174,-0.221
3.7543,0.9148,-0.2131
3.7518,0.925,-0.2131
3.7441,0.9287,-0.2052
3.7447,0.9355,-0.2005
3.7531,0.9401,-0.1966
3.7633,0.9454,-0.1916
3.7758,0.9536,-0.1906
3.7906,0.96,-0.1923
3.8045,0.962,-0.1932
3.7812,-0.0002,-0.9008
3.7812,-0.0002,-0.9008
3.7822,-0.0003,-0.901
3.7812,-0.0002,-0.9008
3.7822,-0.0002,-0.901
3.7822,-0.0002,-0.901
3.7822,-0.0002,-0.901
3.7822,-0.0002,-0.901
3.7822,-0.0002,-0.901
3.7812,-0.0002,-0.9008
3.7812,-0.0002,-0.9008
3.7822,-0.0002,-0.901
3.7822,-0.0002,-0.901
3.7822,-0.0002,-0.901
3.7822,-0.0002,-0.901
3.7812,-0.0002,-0.9008
3.7812,-0.0002,-0.9008
3.7822,-0.0002,-0.901
3.7822,-0.0002,-0.901
3.7822,-0.0002,-0.901
3.7822,-0.0002,-0.901
3.7822,-0.0002,-0.901
3.7822,-0.0002,-0.901
3.7822,-0.0002,-0.901
3.7822,-0.0002,-0.901
3.7822,-0.0002,-0.901
3.7822,-0.0002,-0.901
3.7822,-0.0002,-0.901
3.7822,-0.0002,-0.901
3.7812,-0.0002,-0.9008
3.7822,-0.0002,-0.901
3.7812,-0.0002,-0.9008
3.7812,-0.0003,-0.9008
3.7822,-0.0002,-0.901
3.7822,-0.0002,-0.901
3.7812,-0.0002,-0.9008
3.7822,-0.0002,-0.901
3.7822,-0.0002,-0.901
3.7822,-0.0002,-0.901
3.7822,-0.0002,-0.901
3.7822,-0.0002,-0.901
3.7822,-0.0002,-0.901
3.7822,-0.0002,-0.901
3.7822,-0.0002,-0.901
3.7822,-0.0003,-0.901
3.7822,-0.0002,-0.901
3.7822,-0.0002,-0.901
3.7822,-0.0002,-0.901
3.7822,-0.0002,-0.901
3.7822,-0.0002,-0.901
3.7822,-0.0002,-0.901
3.7822,-0.0003,-0.901
3.7812,-0.0002,-0.9008
3.7822,-0.0002,-0.901
3.7822,-0.0002,-0.901
3.7822,-0.0003,-0.901
3.7822,-0.0002,-0.901
3.7822,-0.0003,-0.901
3.7822,-0.0003,-0.901
3.7822,-0.0002,-0.901
3.7822,-0.0002,-0.901
3.7822,-0.0002,-0.901
3.7822,-0.0002,-0.901
3.7831,-0.0002,-0.9013
3.7831,-0.0002,-0.9013
3.7831,-0.0002,-0.9013
3.7822,-0.0002,-0.901
3.7822,-0.0003,-0.901
3.7822,-0.0002,-0.901
3.7822,-0.0002,-0.901
3.7822,-0.0002,-0.901
3.7822,-0.0002,-0.901
3.7822,-0.0002,-0.901
3.7822,-0.0002,-0.901
3.7822,-0.0002,-0.901
3.7822,-0.0002,-0.901
3.7831,-0.0002,-0.9012
3.7831,-0.0002,-0.9012
3.7822,-0.0002,-0.901
3.7822,0.0,-0.901
3.7812,-0.0001,-0.9008
3.7831,-0.0002,-0.9013
3.7822,-0.0002,-0.9008
3.7843,-0.0013,-0.8961
3.7843,-0.0014,-0.8961
3.7843,0.0018,-0.8961
3.7816,0.0075,-0.8409
3.7816,0.011,-0.8409
3.787,0.013,-0.6767
3.787,0.0129,-0.6767
3.7869,0.0125,-0.6115
3.7878,0.013,-0.5534
3.7901,0.012,-0.5077
3.795,0.0078,-0.4698
3.801,0.0089,-0.4273
3.8082,0.0095,-0.389
3.8082,0.0142,-0.389
3.8201,0.0208,-0.3481
3.8358,0.0269,-0.3173
3.8529,0.0345,-0.2906
3.8645,0.0397,-0.2685
3.8701,0.0425,-0.2588
3.8755,0.0404,-0.2537
3.8806,0.0423,-0.2513
3.8855,0.0466,-0.2536
3.8852,0.063,-0.2536
3.8848,0.0849,-0.2536
3.9068,0.0954,-0.2505
3.9062,0.1167,-0.2505
3.9033,0.1482,-0.2479
3.8949,0.1873,-0.2442
3.8826,0.2282,-0.2441
3.8677,0.2699,-0.2478
3.8514,0.311,-0.2498
3.8369,0.3089,-0.2441
3.8315,0.3694,-0.2441
3.8186,0.4006,-0.2388
3.8085,0.4132,-0.235
3.8055,0.4136,-0.2324
